,DoB,ID,Name,Rating,Subscriber,Education,Gender
279,1963-01-09,e624e618677048c6b321c8dc79e9a256,Andrea Robinson,4,True,Employed,female
280,1995-03-31,09120327850f49cab20ed0391b0b8ae6,Jesse Giles,5,False,Employed,male
281,1990-05-13,3673240959824f18a8538e4900154e56,John Martin,5,False,Employed,male
282,1981-07-06,c1ec27fa538b4ea1925b73b4e9089d41,Anthony Ayers,5,False,Employed,male
283,1996-01-17,64be31eae7c04fab8c6b3df2b7188032,Michael Lopez,3,False,Employed,male
284,1992-01-07,86a91624d1e24ee28e0f0907cd5cbb97,Clifford Diaz,2,False,Employed,male
285,1990-01-01,932efdbcd4a743f68f720eb0ea508ca4,Steven Kennedy,4,False,Employed,male
286,1990-05-29,dfd82fe6b9024711ad4e48a3d0c53102,Brian Nichols,5,True,Employed,male
287,1969-11-01,5f93004724c74984a1787dcbd6a03722,Erica Gibson,3,True,Employed,female
288,1973-06-01,ee661d335d904452995ba2d54a6e2a10,Rhonda Garrison DDS,4,False,Employed,female
289,2000-09-25,65910833ed7c4dd8a07338353edb9211,Frank Fry,4,True,Undergrad,male
290,1978-11-09,3bf8f92d414042d398ac4ecdc42d2eff,Stacey Thomas,1,False,Employed,female
291,2001-12-07,c4517d750fe54e9890fa58a43f7c903d,Stacey Beasley,4,False,Undergrad,female
292,1999-05-30,eaa4afa0ce384399b34b0297c031c773,Brian Mcclain,1,True,Undergrad,male
293,1974-09-30,59f9c0b4245e496888f49e34950ab8c9,Robert Rice,5,True,Employed,male
294,1968-05-04,1cd08ca20d594f59bd1f4f05dc19368b,Stanley Ware,4,False,Employed,male
295,1997-03-18,1166027ec18e475eb24f4e6fca4c0a7c,Joshua Hernandez,1,False,Grad,male
296,1995-07-01,7d4f5d60ca434972bf25c4b0197970fb,Amy Olson,5,True,Employed,female
297,1975-02-27,be190470835c4227a7a720966758a938,Bruce Miller,5,True,Employed,male
298,1974-08-10,8857280104614a92b503ad891ca5bde7,Kristin Ford,1,True,Employed,female
299,1987-12-22,480fe06527654766b3f714de72482dff,William Walton,1,False,Employed,male
300,1987-10-13,bd910bbb557e4125a871eade14d02863,Joshua Noble,5,True,Employed,male
301,1960-10-05,6855c58c51f747c4b147870e30d6acc1,John Braun,5,True,Employed,male
302,1976-09-24,d301bbac87694026a25a44ca0951f05a,Ann Harrison,4,True,Employed,female
303,2003-05-19,a04dca02858c4ed6a46d666f2c8cc4fa,Cole Foster,1,False,High Schoool,male
304,1981-07-11,daccecd51b964cc29e34b0e084a59c24,Jay Cruz,4,True,Employed,male
305,1980-03-30,a3af3a1ade174923a15efb426131a33a,Melanie Larsen,1,False,Employed,female
306,1972-05-03,561ed4e716294abba68b1f73a8173422,Oscar Blackburn,2,False,Employed,male
307,1969-05-24,476bbd6c244f45318d166401b64d0bf4,Nancy King,5,True,Employed,female
308,1996-09-05,acc88f8270b346d8b17eb70298bbf2f4,Frank Graves,5,True,Grad,male
309,1967-09-08,ca664c2749c14569b5782a0976667ef5,Justin Dalton,2,False,Employed,male
310,2003-07-24,5724566b7fbc48399fbb22bb8012feeb,Patricia Ray,4,False,High Schoool,female
311,1971-04-24,dc7bf4960f1b4b9db98ad0f33688e102,Ronald Nichols,4,True,Employed,male
312,1991-02-04,32ec348ea1a24173bc68150c615d7f64,Ms. Sherry Hunter DDS,5,True,Employed,female
313,1968-04-15,9364aa351fbb47cf84785d4b69e12b24,Aaron Alexander,1,False,Employed,male
314,1979-04-08,153562fc7dda449fa7d924d23773eb66,Mr. Steven Martinez,4,False,Employed,male
315,1995-09-18,bb78612ef1814609b655bc78429d7545,Richard Gutierrez,3,True,Employed,male
316,1974-09-17,6ec390a7e8f746b1ae88f25282a1f7ae,Ian Hood DDS,5,True,Employed,male
317,1991-08-24,8c822613b03243f0b4fba105a856ec98,John Mathews,1,False,Employed,male
318,1971-08-23,4c8bc720bbd64f16bc7971f2d9588147,Stephanie Mejia,4,False,Employed,female
319,1963-04-29,818163c270b64554963d1ce08daf9985,Michelle Jenkins,5,False,Employed,female
320,2001-07-06,859a33d5f4fe4d6fa090429f5f666053,Jonathan Gaines,3,True,Undergrad,male
321,1999-08-24,73c909de91404350ab7e90a8ff1f663c,John Schmidt,4,True,Undergrad,male
322,1977-07-04,f938c3a78bc344279d00d4dff9f68698,Leslie Craig,1,False,Employed,other
323,1981-03-01,5b556d2113364d60b76d4e8ad31e4fb1,Caitlin Bell,1,False,Employed,other
324,1965-05-28,22d4d99660bc4c2b84b52d52b069235c,Joshua Payne,4,True,Employed,male
325,1970-06-26,7a8240e3a3734df2abe32a01900fa4b7,William Smith,4,False,Employed,male
326,1965-03-23,25e49c27b84241369c0354beb18cbc7a,Andrea Graves,4,False,Employed,female
327,1984-09-30,84827a19b1d5433ab12295bada67f037,Matthew Williams,5,True,Employed,male
328,1982-06-18,a0cd5bb0e655405b83bf7d91faa721c2,Caitlin Simmons,5,False,Employed,female
329,1997-11-15,90ca9feea35149e48c997a45f755e7c4,Chase Cortez,1,False,Grad,other
330,1983-01-25,b2f1b7f2d4c340edbd09bdef0132bbd5,Joshua Maldonado,5,False,Employed,male
331,1989-08-27,cae44e473c6945b198b15e6cacff4b5c,Joshua Brooks,2,True,Employed,male
332,1997-07-04,ec2bd810c52143c9a30aded3affbcde7,Ashley West,5,True,Grad,female
333,1976-11-18,16829602b35f4b7695f35dac98da8d13,Timothy Smith,4,True,Employed,male
334,1975-08-24,5060931c229741658885d33e0092d477,Timothy Hopkins,4,False,Employed,male
335,1996-03-18,93e6c40cd2a64894a17d7ae08393e4ad,Colleen Mercer,5,True,Grad,female
336,1980-02-22,14f981c4853d4799a829af828d43d86f,Julie Boyer,4,False,Employed,female
337,1992-07-02,938d60a93afd413cadaf368b96ccd979,Mr. Charles Howard,5,False,Employed,male
338,1986-09-30,0f38b15e56e64644a8290f2b25659495,Randy Lloyd,2,True,Employed,male
339,1965-01-27,43a7e5f5ad2c42228032fade35c440cb,Jacqueline Miller,4,True,Employed,female
340,1998-11-12,768569eedb1740259ce317482411cbb5,Gordon Griffith III,2,True,Grad,male
341,1963-04-29,4b770ed2386247b087caa7ca7c227fd0,Jordan Acosta,3,True,Employed,male
342,1997-03-13,e62de319542444109554a31512572f21,Lisa Juarez,2,False,Grad,female
343,1990-07-05,25db87e825e040eca87262743706c098,Amanda Baker,2,True,Employed,female
344,1998-06-22,7abc50d25d134324b4812b7767ca6c9c,Madison Smith,5,True,Grad,female
345,1982-02-09,e6aced1bb20a45e18fe2744a0b3091a3,Antonio Sherman,5,True,Employed,male
346,1993-03-19,8457671559274f9c8347c4f26176fd2d,Melissa Small,2,True,Employed,female
347,2003-04-06,e1dc386738f24f8ab6965763b32da36c,Douglas Watson,4,False,High Schoool,male
348,1961-03-26,2844a30d309842ee990a51cbc67c0174,Andrew Brown,5,False,Employed,male
349,1979-12-18,f43788fb0ae14d8faa359955675534d6,Daniel Nash,1,False,Employed,male
350,1968-06-10,4391cd110f8b4fce873cb7dc32a0ab88,Joanna Fuentes,1,True,Employed,female
351,1969-09-05,d731bb1d8fec47d6a11da8b4111a144c,Morgan Warner,3,False,Employed,female
352,1987-09-07,d15612ae6b524f9aaf0335d9e240c755,Sheri Ortiz,3,True,Employed,female
353,1964-09-15,9752de1c803d49cbad98905893fb102f,Megan Holland,3,True,Employed,female
354,1993-05-31,8a4caa7293a441e1b9434aee9ba5d773,Marissa Burgess,5,True,Employed,female
355,1982-06-29,0a4f788115354c1d9a1793fb951ffa9d,Whitney Adams,1,True,Employed,other
356,1985-06-09,a703994aae6149f3b0af3d795f123492,Mindy Yang,1,True,Employed,female
357,2003-05-04,56abb724178d4b20aadb566c02fd6bc3,Jason Rodriguez,1,False,High Schoool,male
358,1980-02-16,9d9d27c761af48598e1a60c6bb1c99ca,Timothy Ortiz,3,False,Employed,male
359,1968-09-12,e8e0669e0e3b4fb48e2dc09594967787,Steven Bridges,5,False,Employed,male
360,1985-07-02,390b3331e04f44dd9ece830f47954349,Debra Hodges,5,False,Employed,other
361,1988-11-29,087146c8cb734a1c88d611670574e070,Peter Sanders,1,True,Employed,male
362,1994-03-31,5002950722a14264b74b49cb3c1b9cef,Tiffany Macias,3,False,Employed,female
363,1973-07-26,745b91b016824577911769b6d3e7c229,Jillian Nielsen,4,True,Employed,female
364,1963-06-04,b1d3d5e1e2ba47e3a77070d193969944,Karina Cook,4,False,Employed,female
365,1967-10-05,efe6c21e130f4463a858a016f1bc8174,Miguel Wright,1,False,Employed,male
366,1960-02-26,a7d54e94e96e4e94ae90eb981f4cda8a,Kim Duffy,5,True,Employed,female
367,1967-08-22,5cf15498ab384aba8dacea9153e6a6a2,Jennifer Fox,5,False,Employed,female
368,1966-07-18,068174b43a564d24b89c1796a6f8a243,Jerry Oneill,4,True,Employed,male
369,1966-02-02,efb3841f29094be79880c2a70e2e245e,Steven Bradley,5,False,Employed,male
370,1968-07-29,853d3e39123545458d8b3a23114bbe41,Kyle Holder,5,True,Employed,male
371,2001-03-21,840e70557eff4a56beaddf4882d758ee,Philip Galvan,2,True,Undergrad,male
372,2000-11-20,2f004b7ea1e2498d9b59c1f3f87efba2,Billy Erickson,5,True,Undergrad,male
373,1991-08-16,32750029402f44c9966882d8e032993e,Steven Montoya,5,True,Employed,male
374,1982-08-06,a5b9120fb2424abd9367a02e1108d39c,Gabriela Henry,1,True,Employed,female
375,1980-12-04,9e0c28f879b04ee4adceec1b583a5f02,Michael Rodriguez,5,True,Employed,male
376,1968-06-21,d88129f6b6af4975bfbc8be7a909c575,Bryan White,4,False,Employed,male
377,1980-10-16,6a5bc052ea464b14b05507808d6168e7,Daniel Levine,4,False,Employed,male
378,2003-10-20,49a6584abcd34f2884c69accc86a3f13,Kristine Scott,5,False,High Schoool,female
379,1986-08-14,f2187cd74747465f980c97c123f4bd47,Luis Hutchinson,1,True,Employed,male
380,1976-07-23,26c608b5719944a9acddd5f0f46d9d87,Justin Mcfarland,1,False,Employed,male
381,1998-06-24,ba2400dda81648ad998e358f2e8e2cbc,Reginald Garcia,3,False,Grad,male
382,2001-01-24,c98a27dd7bd4453b88fd6584e1cba7fe,Steven Hubbard,1,True,Undergrad,male
383,1979-05-21,f455e20d6b3e453cb4dfde77dd33904f,James Scott,1,False,Employed,male
384,1969-09-02,4e7c2ebe6c8d403c9e77f78b67d8c9a6,Eric Herrera,1,False,Employed,male
385,1962-11-04,6e650ae9024f440db7ba9e5dc54c9cbb,Katherine Stewart,2,True,Employed,female
386,1997-05-15,94d5c1d5aad04b30a44e6e2f2ed3408b,Eric Holloway,5,True,Grad,male
387,2003-05-09,35a67f296551423583234fd092949e49,Elizabeth Jones,1,True,High Schoool,female
388,1969-07-02,f963b927d1b14557aed3fd7516adffd8,Gary Cox,5,False,Employed,male
389,1962-02-09,21d0e117daca4d85bb07a56073f8ba1e,Susan Carter,1,False,Employed,female
390,1998-12-26,93190c41879c407cad4fbe7f6862ce9a,Michael Arroyo,2,False,Grad,male
391,1983-10-20,e7aee305b693451897b57fb5c2f988f3,Nathan Owens,2,True,Employed,male
392,1991-10-11,b6ca54e869824c2f9315113b57e64d4e,Joshua Roth,1,True,Employed,male
393,1993-10-28,74fc7fd9b6864754b3917eb70accb100,Derrick Sanders,2,False,Employed,male
394,2002-12-02,dbebb9cf4b114e3f9ec177b855a37054,Christopher Mora,1,True,Undergrad,male
395,2004-10-29,3dfe022a6a3b48f283c2ad6b05774c73,Samantha Lewis,2,True,High Schoool,female
396,1997-01-14,2b6363b47dee440097ca038f46adfd7a,Christopher Robinson,2,False,Grad,male
397,1976-09-26,583ad8422ca04288840d56160ab88639,Jessica Miller,5,False,Employed,female
398,2003-12-21,bede7c3d46ff49028911cb574a84fa8a,Cheryl Collins,5,False,High Schoool,female
399,1973-09-19,8cc46d9a473c4eb387af741d1da3e617,Susan Mendoza,4,True,Employed,female
400,1992-03-27,c2936c170b1846d79a0cbf74c3ccff27,Joseph Hernandez,4,True,Employed,male
401,1976-01-20,68e55892ada049cabbf65ad3e6f0aec2,Grant Munoz,1,True,Employed,male
402,1969-07-18,ba45bef0c201499ca99f9c6b5b5d820a,Shelley Bradshaw,5,True,Employed,female
403,1962-08-06,a1888422b45644fa80b2490c0003994f,Robin Clark,4,False,Employed,female
404,1999-09-11,0e7554930c0746048e0e382599ce80d0,Dr. Donald Alexander,1,True,Undergrad,male
405,2004-04-15,e45821a39f404702984386b631e18ec0,Jonathan Johnson,4,True,High Schoool,male
406,1987-01-29,94d0290593dc48e89d382449c7b7346c,Carrie Norton,4,True,Employed,female
407,2000-12-07,39d6fec54d4243e598997a302b33b50d,John Conley,1,True,Undergrad,male
408,2003-02-15,27eb9c01f4ce43fdbe9a545412d78df9,Jessica Richardson,4,False,High Schoool,female
409,1981-07-19,9600a9906fa942d1842b0f0d08378298,William Nguyen,5,False,Employed,male
410,1972-01-29,e98fc7a9514b4bcc924656654a0f648b,Michael Smith,1,True,Employed,male
411,1993-08-26,86f8f48b936f48d287f17abff8785a42,David Short,1,True,Employed,male
412,1993-07-04,96a6f00a8f064fabbba9f20357034dd4,Adam Smith,3,True,Employed,male
413,1963-09-08,e2223505ff3e48889cb43c9451d81f22,Jason Schroeder,3,False,Employed,male
414,1989-05-25,98035c83a8c94600a3d902bc4cfdf048,Julie Meadows,5,False,Employed,female
415,1998-04-22,7ef82f644bd54e2e9a32c8f2028b9a8a,Melanie Logan,1,True,Grad,female
416,1998-12-04,1e0004f1efd1475d8ac9d339ced47cbd,Matthew Perry,4,False,Grad,male
417,1978-05-30,14bba154bdb641098c2544c323f70c0d,Antonio Barrett,1,False,Employed,male
418,1969-06-14,64337dcde3da4978829d659e3424ba9d,Yolanda Reyes,5,False,Employed,female
419,1993-03-02,723a25e724d14ee49f3b78a72d2104ca,Mark Morris,3,True,Employed,male
420,1997-05-07,f24b6f1daab94c47a885448613f0c1a7,Brian Adams,5,True,Grad,other
421,2002-05-15,8526d281208c4f4ebfd32be7bbd7ad9e,John Simmons,5,True,Undergrad,male
422,1961-04-15,ddf75d9652e04bff870a6214a4ab5048,Jessica Lamb,5,False,Employed,female
423,1999-09-11,41e2204c75784fe886fecbde100b8272,Emily Jenkins,4,False,Undergrad,female
424,1962-07-23,3a5ceabc95694dd2913e59a2d3272b6d,April Hernandez,1,False,Employed,female
425,1971-06-30,5958ab7f52a8463a83918db03657a451,Roberto Phillips,3,False,Employed,male
426,1967-03-11,36c16153f98b483ba90f8b50f4e506a9,Alexander Pearson,4,True,Employed,male
427,1978-06-08,52d92816e9d1498691faf19bdc843ef0,David Edwards,1,False,Employed,male
428,1972-06-29,d38351f73322423ea7f4a9cab85778e9,Allen Rivas,1,True,Employed,male
429,1975-09-17,3c3082ae84c04475aa3cb140aa1e7c18,Erin Hubbard,5,False,Employed,female
430,1986-01-04,446b037916394df4b490bbbf1ed139ea,Christian Smith,1,False,Employed,male
431,1965-05-27,5c87d4ed0bcc4c3690ceea6e381f7a8d,Bonnie Henson,2,False,Employed,female
432,1978-12-12,c502fbcb23194ceaa30604cd96860bbd,Kelli Bell,1,False,Employed,female
433,1993-07-01,224cef2558f243508999456a3ee093d3,Allison Anderson,2,True,Employed,female
434,1981-01-11,adbc1eb200d0489cb30b05c16962c6db,Shane Gaines,1,True,Employed,male
435,1992-05-29,08976ad577294170ad3192401d946b70,Ashley Walker,1,True,Employed,female
436,1962-07-14,f312c4679d5642d0bec098327fee234e,Lori Miller,3,True,Employed,female
437,1984-11-29,9d9e66abec604e3ebcd6c027ea78cf39,Michael Williams,2,True,Employed,male
438,1983-03-22,8504024e8d7e49859372d270a2b5bc6b,Amanda Ford,2,True,Employed,female
439,1984-07-23,00240004f15b47fc91c40b9b991f173d,Mr. William Bentley,5,True,Employed,male
440,1992-03-14,ed1c49c38f084dec8a8939d47872e95d,Ryan Wood,4,True,Employed,male
441,1960-01-11,1e7bfec062144c49b426105a873f1e1f,Veronica Meyer,3,True,Employed,female
442,2000-01-06,fc8d1cb72e144a6da2698ab7e8fffd62,Christina Vega,2,False,Undergrad,female
443,1999-11-27,af50ee5a68c24175883778b9898afb34,Denise Estes,3,False,Undergrad,female
444,1971-04-16,f0b5653cf5504ab086a32d1f7a32dd9f,Robert Barrett,1,True,Employed,male
445,1997-02-11,1332c09c060b461a91b73219d60c9e4f,Elizabeth Hanson,4,True,Grad,female
446,1971-01-12,8b22ac47a20e49798eb39ed6a85c3114,Audrey Reid,4,False,Employed,female
447,1965-11-29,fb7035c9dd004fad8295a0b6fbd17d50,Laura Smith,1,False,Employed,female
448,1983-08-18,62efa9d1894a4708bf35292eb8cc5611,William Miller,5,True,Employed,male
449,1987-10-19,408a959d6d8240b486a9b8d3720f28e0,Christopher Grimes,5,True,Employed,male
450,1995-04-17,cbb467386e7f4fdaa96968d6ef6ba075,Michael Blake,1,False,Employed,male
451,1987-12-03,d913712ea2594767975be0b7996cd984,Joseph Heath,1,True,Employed,male
452,2001-05-01,9908c5a9cde44fd98dd9aad74e67fad3,Ashley Cantu,5,False,Undergrad,female
453,1960-01-30,ffd3506da1eb4e4a8df5d1d778254337,Kelly Marquez,4,True,Employed,female
454,1965-09-01,d0df1b3de2824317a5a0c84bb1d602f1,Dustin Russell,1,True,Employed,male
455,1985-04-21,089f449c911c44bbb4214184a9747b82,Logan Pennington,5,True,Employed,male
456,1977-11-20,780fdfbfab1e41038606c131e72d5d03,Robin Evans,1,True,Employed,female
457,1995-07-25,552b416ef9fd49b98177f8329a42b0cf,Daniel Jones,4,False,Employed,male
458,1977-05-07,8f2c40b03923497f87537ffe232e7ac1,Christopher Ochoa,5,False,Employed,male
459,1989-04-19,1cb39ef216eb4617a18ced3ce40c1618,Mario Duke,1,False,Employed,male
460,1972-02-24,1fc50b80a5ac4c9d93b1fbd77fd1a000,Joseph Cain,1,False,Employed,male
461,1980-12-31,fc687820564140d3bcad754d500fc7f8,Suzanne Huerta,5,False,Employed,female
462,1985-10-29,35cd17e72998462387d6f96400a4c2c3,Mary Lindsey,1,False,Employed,female
463,1965-03-13,9b078d14129249f4892d26d272c21954,Nancy Weaver,5,True,Employed,female
464,1967-03-20,3f15b6f5cdb445d6bd4c5bae16e3b88f,Eric Higgins,1,False,Employed,other
465,1987-06-17,880e7d807e4a4cc4a78c25be8e04ea09,Shari Arroyo,1,False,Employed,female
466,1995-04-02,27631e25abdc40d49ee0366b4e935cab,Dave Andrews,4,False,Employed,male
467,1995-11-12,685fb4aa8ff148a2a9b1be7d82c0f411,William Wang,5,True,Employed,male
468,2003-09-11,29c740d1f2c34db684b52a88b180ca71,Dr. Douglas Cline Jr.,3,True,High Schoool,male
469,2003-05-25,bd1ee1eb6d8d4387b95e387a193d4683,Misty Reese,4,True,High Schoool,female
470,1981-10-07,c5b36c9fd93d4cc99cb4f56a4d4d953e,Amber Moore,5,True,Employed,other
471,1984-09-22,eb6c22bff7f14a849a83e6334fa0a250,Joshua Smith,2,False,Employed,male
472,1991-08-30,3d5cb81bf91141e6a59aa9f2c9343759,Stephanie Larson,1,False,Employed,female
473,1992-09-29,e981ef5a836e492d9563ba532e233136,Christine Bowers,5,True,Employed,female
474,1978-03-18,ab286bfb4aa544a68c86b5db8882af4d,Aaron Johnson,5,True,Employed,male
475,1969-11-18,4af184edea0346958267300eae12c645,Glenn Roth,3,False,Employed,male
476,2003-09-27,462681911836483283891a02aac30052,Michael Smith,1,True,High Schoool,male
477,1990-07-01,0232a917825549f2a5fc402dfea7f8f4,Edward Garcia,4,False,Employed,male
478,2004-06-04,3743ddafadec40849c38f32f4befd5bd,Robin Davis,1,False,High Schoool,female
479,1993-12-21,1be93c76b0e3445683b419159896fc65,Robert Powell,1,False,Employed,male
480,1995-10-26,53462e7508e54e5f8a81ccb44b894e37,Sarah Juarez,5,False,Employed,female
481,1991-02-02,bf2f587a9f1e4007b935560733c4c00b,Antonio Hammond,3,True,Employed,male
482,1976-10-06,7c3d46be54cf4544ac99c1d605ee626b,Troy Campbell,5,True,Employed,male
483,1983-10-29,3185746b4ff34e3ca6bfe9477351a905,Joe Mathews,2,False,Employed,male
484,1991-09-25,2b2788f1b6c54ad18c9284bbcafd0e3a,Lee Russell,1,False,Employed,male
485,1985-09-23,ff14963b3496493dba030012132c4801,Tara Murphy,3,False,Employed,female
486,1992-08-18,9261ddbc1398473fbf4afba1e2d13bc0,Anne Mitchell,1,False,Employed,female
487,1987-01-06,c32693daf8374caf867fd1ba542a578b,Courtney Huynh,5,True,Employed,female
488,1987-03-28,9be4c06b76dd43a6982730075dd24a0c,Nichole Krause,1,True,Employed,female
489,1978-11-09,36a3773fedf14949bc82be12eae79e14,Tammy Vance,2,False,Employed,female
490,1981-12-28,13ccd835cac2429fa604c8295e3f3019,Diane Johnson,2,True,Employed,female
491,2004-09-07,d543f4d6b13548d496cc83929d7257d2,Christine Hughes,1,False,High Schoool,female
492,1995-05-31,46ac33fd579f442690bc85a4f22595ca,Rachel Ramos,4,False,Employed,female
493,1961-11-03,24357837d933413f8e01ff48a900a85d,Nathaniel Brown,5,False,Employed,male
494,1963-04-21,51bf65dc09924a519c474fd894ff1ef9,Rose Watson,1,False,Employed,female
495,1978-06-02,ba346920755e4b7899dfa1733fb8eeca,Rachel Robertson,1,True,Employed,female
496,1983-05-13,3c8a3c0262e04a0593e6dee0b93d1e8a,Kenneth Ross,5,False,Employed,male
497,1979-05-06,8c06ab13e2084af3a48da6d862ca8ccc,Kyle Wallace,4,True,Employed,male
498,1979-04-19,07425898770f484684face2561bf9d58,Edward Smith,2,False,Employed,male
499,1993-06-19,f836f45b36ae449bae4bd29ab8dd13fd,Mary Murray,1,True,Employed,female
500,1976-07-10,fac0c35d1e15400b96c509bca9eeec37,Amy Cruz,3,False,Employed,female
501,2002-04-17,743f23d6f42b410da3df0bc681630929,Frances Powell,4,False,Undergrad,female
502,1991-09-14,f911ca0541c8462db3a619b4563bd354,Erin Carlson,3,False,Employed,female
503,1986-06-29,f61a021efb0849afadfffa273d850797,Tammy Hall,4,True,Employed,female
504,1996-08-01,16edee6c0a984000a31f510c9baf306b,Kimberly Bell,1,True,Grad,female
505,1981-08-01,eca0d43df99a40679f16bd8494cc9312,Jason Miller,3,False,Employed,male
506,2004-07-01,b66a844c79ff44e8a9594251b9d6b68f,Jeremiah Sawyer,2,True,High Schoool,male
507,1978-04-14,c252c54717584a0c9d62465045d01dd3,Nancy Evans,5,False,Employed,female
508,1974-04-16,764d88cb4d6d435fa7c68b3235849552,Carrie Herrera,1,False,Employed,female
509,1964-03-07,dd0d1ded095149bc99bf523de66c7786,Garrett Holland,4,False,Employed,male
510,1975-07-13,12ff1ae7d0e94c2c9529af580bcf5696,Tina Cox,5,True,Employed,female
511,1969-03-03,721688c9ff9a4f2c84853b6177299486,John Mathis,4,False,Employed,male
512,1963-12-02,5cf70b77e0484076afa10e00a2871eba,Jeremy Nelson,4,False,Employed,male
513,1969-03-23,378214986b4d4f13b43e4a651a6699db,Jesse Morgan,5,False,Employed,male
514,1974-12-11,45355cab078f47c8951befddd630a65b,Julie Hawkins,1,True,Employed,female
515,1983-03-05,164ce6f56d01483e933bfc05b5533de2,Lori Campbell,4,False,Employed,female
516,1988-03-25,37e184366b4a404e9f45b8d452029908,Keith Harmon,2,False,Employed,male
517,1995-02-09,ebb8b2d3155b41f48c0bad6a48542079,Jane Arnold,5,True,Employed,female
518,1978-12-16,958cb5e3809940a2adb3c2b7c908d1e2,Jeffrey Hughes,5,True,Employed,male
519,1980-08-03,3419585e3f0f4aa684ac3ad56f37c1aa,Marco Hester,4,True,Employed,male
520,1989-05-29,1f405459d9984d27922a9ff79e6041f0,Haley Dean,1,False,Employed,female
521,1988-04-12,2186d73b68684c08b9dac2ff2b2f5afb,Virginia Adams,2,False,Employed,female
522,1982-10-21,69b4e2b2c14840ebb60a3d2392d05408,Jared Rivera,2,True,Employed,male
523,1979-04-18,591c1828ceb5478195c4a0221b851065,Teresa Snyder,5,False,Employed,female
524,1966-06-27,f317cf7ed8c64595a6a916288f7c18b2,Sarah Lowe,1,False,Employed,female
525,1998-07-16,8da3dc8f25de469bbafa8e522c1a84d6,Curtis Martin,3,True,Grad,male
526,2001-09-12,8cb39d2cddc34a4d9f243e20b02866a6,Marissa Hicks,1,False,Undergrad,female
527,1997-08-03,1fc8e9e1e8dd49af9a4242bd8a96a78d,James Miller,2,False,Grad,male
528,1987-05-11,4d63fc763875447196dddbf87eced0da,Angel Dominguez,4,False,Employed,female
529,1962-02-18,767dc9325a564f49ab609f07bb9dbbab,Linda Lowe,3,True,Employed,female
530,1970-08-12,c5afa3130b94429ab3bc7af24911f435,Paul Jackson,4,False,Employed,male
531,1998-01-23,358bd67da5da46d192620e7a2c4ce0e8,Tami Diaz,1,True,Grad,female
532,1999-04-20,2666fb5f69fd44dca341e9b126163300,Zachary Dickerson,4,False,Undergrad,other
533,1977-01-18,7d0838c38eb94c57a7f0dc33be51783f,Sarah Diaz,4,True,Employed,female
534,1971-09-18,16f0577d1b72443a97cff0bb1a084236,Michael Perry,5,False,Employed,male
535,1960-12-16,2267c1e275f8450eb0779e51bff486ca,Kenneth Johnson,4,False,Employed,male
536,1983-09-16,358388f70943487599c5d85029767aac,Ashley Gomez,5,False,Employed,female
537,1992-10-03,26f8413c113347da9fb191556bb718f9,Nicole Walker,3,False,Employed,female
538,1975-09-20,065abfbfa00445f3babe6f15dcfe0b70,Robert Hudson,3,True,Employed,male
539,1969-04-13,4ae08d24b5d341558dfcea47c9716f80,Barbara King DVM,5,False,Employed,female
540,1988-02-27,17ade52a1bec44b19caee4b8936da56c,Crystal Frazier,1,True,Employed,female
541,1992-06-10,dc2c5443d43e4563a90f12cef445fde8,Katrina Mcintosh,4,False,Employed,female
542,1976-03-27,f6ecc5e07ffb44bb80d098ea06cafa3d,Kelsey Hughes,1,False,Employed,female
543,1972-11-05,3445629781d94ae48b1b8d34f08e097d,Brandon Humphrey,4,True,Employed,male
544,2000-07-30,e7e3e3a63c0f44a383cc3c659298ec82,James Nguyen,4,True,Undergrad,male
545,2003-11-29,ce2e9735e55642b4ac76c2e1f7568473,James Good,4,True,High Schoool,male
546,1998-03-27,e9f6d13821294f53a72cf8a774cf3935,Frank Boone,1,False,Grad,male
547,1999-04-27,4be2e9a0bdbc4eac87afeeef6932158f,Dawn Patton,1,False,Undergrad,female
548,1979-01-15,5929b855a5dd4046a239c3f68575ddb2,Alejandra Simmons,1,True,Employed,female
549,1982-11-10,ba5085b2e6034d749c73c96145ecf4c9,Jennifer Hayes,5,True,Employed,female
550,1991-06-06,c945548e240340d6b89092052bc714c5,Christine Nelson,1,False,Employed,female
551,1960-02-02,93ee189b98df44e89a3c4bba691e40d7,Maria Coleman,4,False,Employed,female
552,1960-01-03,23bc93b22caa484186d6667e720963cd,Lori Williams,4,True,Employed,female
553,1980-08-30,37b451f0ce744abc8120346e2924f740,Terri Jimenez,3,True,Employed,female
554,1971-04-27,937e6325a8dd4bd39a9b04e3c0776c9c,Mary Gonzalez,5,True,Employed,female
555,1961-09-06,f77ea66bd0854fcaa68849df847b31e6,James Kent,5,False,Employed,male
556,1981-02-04,bce5ce833ce241ae86464d940daa5b55,Ryan Brown,4,False,Employed,male
557,1978-10-17,b25247cd0540429ca6c70ffb012c7319,Rachel Strickland,4,True,Employed,female
558,1992-05-28,ab5008338d6943ee8d8145ca6724e8fc,Sarah Duran,4,True,Employed,female
559,1982-01-18,3034ab8985634cb497742c0cf9818186,Emily Martinez,1,False,Employed,female
560,1985-05-30,ae17ceb98141444f953ce5cffac40312,Gabriella Washington,4,False,Employed,female
561,1964-03-21,c345c27281a045d6bd3f4049c8b98297,Jackie Mccormick,1,True,Employed,female
562,1961-11-15,943b994252064564a20d8310005d8378,Ronnie Anderson,4,False,Employed,male
